video_id,question,answer,time,frames,Qtype
P03_02,What did he do with the sponge?,I don't know,00:03:12.04-00:03:13.13,11522-11587,action
P01_02,What did he do with the sponge?,I don't know,00:02:20.87-00:02:26.62,8452-8797,action
P03_09,What did he do with the spatula?,I don't know,00:06:16.93-00:06:17.68,22615-22660,action
P01_06,What did he do with the glass?,I don't know,00:02:27.34-00:02:28.85,8840-8931,action
P02_04,What all does he open?,I don't know,00:06:25.37-00:06:33.78,23122-23626,noun
P01_04,What did he do with the hand?,I don't know,00:00:41.36-00:00:42.13,2481-2527,action
P02_01,What did he do with the plate?,pick,00:00:34.74-00:00:36.74,2084-2204,action
P03_02,What all does he brush?,I don't know,00:04:24.94-00:04:27.49,15896-16049,noun
P02_01,What all does he hold?,I don't know,00:00:34.74-00:00:36.74,2084-2204,noun
P01_07,What did he do with the knife?,I don't know,00:02:19.31-00:02:21.17,8358-8470,action
P03_02,What did he do with the bin?,I don't know,00:00:23.79-00:00:24.60,1427-1476,action
P03_09,What all does he grab?,I don't know,00:02:50.58-00:02:51.84,10234-10310,noun
P03_09,What all does he grab?,I don't know,00:05:26.93-00:05:40.78,19615-20446,noun
P01_06,What all does he hold?,I don't know,00:00:37.33-00:00:40.09,2239-2405,noun
P03_09,What all does he move?,I don't know,00:08:09.81-00:08:10.59,29388-29435,noun
P01_02,What did he do with the bin?,I don't know,00:04:05.66-00:04:08.95,14739-14937,action
P02_04,What did he do with the tap?,I don't know,00:04:40.20-00:04:44.56,16812-17073,action
P02_04,What all does he put?,I don't know,00:06:21.47-00:06:23.75,22888-23025,noun
P03_09,What all does he wash?,lid,00:06:19.23-00:06:22.88,22753-22972,noun
P03_09,What all does he pour?,I don't know,00:01:16.60-00:01:17.13,4596-4627,noun
P01_06,What did he do with the counter?,I don't know,00:04:14.20-00:04:28.66,15252-16119,action
P03_02,What all does he brush?,I don't know,00:06:45.45-00:06:47.70,24327-24462,noun
P03_02,What did he do with the cleaning liquid?,I don't know,00:03:16.16-00:03:17.41,11769-11844,action
P03_02,What did he do with the bag?,I don't know,00:05:33.64-00:05:36.86,20018-20211,action
P01_03,What all does he switch-on?,I don't know,00:00:50.75-00:00:51.60,3045-3096,noun
P01_02,What did he do with the fridge?,I don't know,00:02:34.71-00:02:37.06,9282-9423,action
P02_04,What did he do with the towel?,I don't know,00:03:02.23-00:03:02.98,10933-10978,action
P03_02,What all does he rinse?,I don't know,00:01:11.73-00:01:12.35,4303-4341,noun
P03_09,What did he do with the spatula?,I don't know,00:01:05.01-00:01:06.84,3900-4010,action
P03_09,What all does he rinse?,I don't know,00:03:32.17-00:03:33.83,12730-12829,noun
P01_02,What all does he drink?,I don't know,00:07:57.01-00:08:01.11,28620-28866,noun
P03_02,What did he do with the bin bag?,I don't know,00:00:21.46-00:00:22.11,1287-1326,action
P02_04,What all does he drink-from?,I don't know,00:02:19.99-00:02:20.78,8399-8446,noun
P03_09,What did he do with the fork?,I don't know,00:02:00.81-00:02:06.93,7248-7615,action
P01_06,What did he do with the rack?,I don't know,00:02:54.76-00:03:13.15,10485-11589,action
P01_03,What did he do with the table cloth?,I don't know,00:00:14.86-00:00:15.67,891-940,action
P03_02,What all does he turn-off?,I don't know,00:00:09.11-00:00:09.78,546-586,noun
P02_01,What did he do with the sugar jar?,I don't know,00:02:50.74-00:02:53.55,10244-10413,action
P03_02,What all does he push?,I don't know,00:00:23.79-00:00:24.60,1427-1476,noun
P01_02,What did he do with the chair?,I don't know,00:03:20.43-00:03:22.26,12025-12135,action
P03_09,What all does he move?,I don't know,00:06:29.50-00:06:40.14,23370-24008,noun
P02_04,What all does he close?,tap,00:03:34.08-00:03:35.14,12844-12908,noun
P01_06,What did he do with the spoon?,I don't know,00:03:34.40-00:03:47.00,12864-13620,action
P03_02,What did he do with the squash?,I don't know,00:01:22.24-00:01:22.99,4934-4979,action
P01_02,What did he do with the fork?,I don't know,00:00:42.69-00:00:49.44,2561-2966,action
P02_01,What all does he put?,I don't know,00:00:16.69-00:00:17.33,1001-1039,noun
P02_04,What all does he open?,I don't know,00:06:33.82-00:06:35.79,23629-23747,noun
P03_02,What all does he turn-off?,I don't know,00:02:56.14-00:02:59.54,10568-10772,noun
P03_02,What all does he put-in?,I don't know,00:01:01.69-00:01:02.63,3701-3757,noun
P03_09,What all does he get?,I don't know,00:08:25.40-00:08:25.90,30324-30354,noun
P03_02,What all does he clean?,I don't know,00:01:17.89-00:01:18.64,4673-4718,noun
P03_02,What all does he fill?,bottle,00:01:30.27-00:01:32.26,5416-5535,noun
P03_09,What did he do with the plate?,I don't know,00:00:08.24-00:00:10.16,494-609,action
P03_02,What did he do with the water?,I don't know,00:03:40.21-00:03:42.78,13212-13366,action
P02_01,What all does he press?,I don't know,00:03:18.35-00:03:18.96,11901-11937,noun
P03_02,What all does he clean?,I don't know,00:04:24.91-00:04:30.11,15894-16206,noun
P03_02,What did he do with the sandwich?,I don't know,00:00:06.36-00:00:07.18,381-430,action
P01_02,What all does he wash?,I don't know,00:02:18.53-00:02:20.53,8311-8431,noun
P02_04,What all does he hold?,I don't know,00:06:50.90-00:06:57.72,24654-25063,noun
P03_09,What did he do with the fork?,I don't know,00:00:29.35-00:00:30.60,1761-1836,action
P02_04,What all does he pick?,I don't know,00:06:41.48-00:06:47.91,24088-24474,noun
P03_09,What did he do with the knife?,I don't know,00:03:43.28-00:03:57.92,13396-14275,action
P02_01,What did he put on the side?,I don't know,00:00:55.04-00:00:57.39,3302-3443,interaction1
P01_06,What did he do with the fork?,I don't know,00:05:38.64-00:05:39.99,20318-20399,action
P02_04,What did he do with the tupperware?,I don't know,00:03:36.56-00:03:37.80,12993-13068,action
P01_02,What all does he pour-up?,I don't know,00:06:33.46-00:06:47.45,23607-24447,noun
P03_09,What all does he open?,I don't know,00:06:10.78-00:06:11.53,22246-22291,noun
P02_04,What did he do with the lid?,I don't know,00:05:48.87-00:06:16.61,20932-22596,action
P02_04,What did he do with the broccoli?,I don't know,00:05:11.19-00:05:12.04,18671-18722,action
P03_09,What did he do with the lid?,I don't know,00:09:51.85-00:09:52.88,35511-35572,action
P01_06,What all does he throw?,I don't know,00:04:14.20-00:04:28.66,15252-16119,noun
P01_06,What did he do with the leftover?,I don't know,00:02:07.45-00:02:18.05,7647-8283,action
P01_06,What did he do with the cloth?,I don't know,00:06:29.44-00:06:31.09,23366-23465,action
P02_04,What did he do with the mesh?,I don't know,00:04:18.20-00:04:19.40,15492-15563,action
P01_07,What did he do with the soy milk?,I don't know,00:01:03.08-00:01:03.96,3784-3837,action
P03_09,What did he do with the tap?,I don't know,00:07:56.71-00:07:57.96,28602-28677,action
P02_04,What did he do with the liquid?,I don't know,00:00:11.95-00:00:13.69,717-821,action
P03_09,What all does he move?,I don't know,00:09:13.60-00:09:16.35,33216-33381,noun
P01_04,What all does he wash?,I don't know,00:00:52.51-00:00:56.16,3150-3369,noun
P02_04,What did he do with the mesh?,I don't know,00:06:37.82-00:06:39.09,23869-23945,action
P03_09,What all does he clean?,I don't know,00:02:57.20-00:02:59.95,10632-10797,noun
P03_09,What did he do with the sponge?,I don't know,00:00:41.32-00:00:41.99,2479-2519,action
P03_02,What did he do with the towel?,I don't know,00:06:30.32-00:06:32.07,23419-23524,action
P03_02,What did he do with the chocolate?,I don't know,00:02:30.67-00:02:32.00,9040-9120,action
P01_04,What all does he put-down?,I don't know,00:00:10.36-00:00:14.11,621-846,noun
P02_01,What all does he hold?,I don't know,00:01:20.22-00:01:21.52,4813-4891,noun
P03_09,What did he do with the hob?,I don't know,00:00:29.35-00:00:30.60,1761-1836,action
P03_09,What all does he cut?,I don't know,00:05:41.86-00:05:54.36,20511-21261,noun
P01_06,What did he do with the colander?,I don't know,00:00:14.43-00:00:16.89,865-1013,action
P02_04,What did he do with the tap?,I don't know,00:03:05.67-00:03:11.76,11140-11505,action
P01_02,What all does he wipe?,I don't know,00:01:22.91-00:01:28.34,4974-5300,noun
P03_09,What all does he tip-out?,I don't know,00:08:18.29-00:08:19.26,29897-29955,noun
P02_04,What did he do with the liquid?,I don't know,00:05:12.62-00:05:13.56,18757-18813,action
P01_02,What did he do with the chair?,I don't know,00:07:57.01-00:08:01.11,28620-28866,action
P03_02,What all does he place?,I don't know,00:06:08.34-00:06:11.69,22100-22301,noun
P02_04,What all does he move?,I don't know,00:05:32.26-00:05:33.71,19935-20022,noun
P02_04,What did he do with the towel?,I don't know,00:04:08.72-00:04:14.43,14923-15265,action
P02_04,What did he do with the apron?,I don't know,00:00:39.75-00:00:41.32,2385-2479,action
P02_04,What all does he squeeze?,I don't know,00:03:28.07-00:03:28.76,12484-12525,noun
P02_04,What all does he pick?,I don't know,00:03:48.40-00:03:49.29,13704-13757,noun
P03_09,What did he do with the fork?,I don't know,00:02:09.60-00:02:11.69,7776-7901,action
P01_03,What all does he unfold?,I don't know,00:01:18.34-00:01:19.35,4700-4761,noun
P02_04,What did he do with the tupperware?,I don't know,00:05:07.64-00:05:08.14,18458-18488,action
P03_09,What all does he grab?,spoon,00:03:28.00-00:03:28.50,12480-12510,noun
P01_03,What all does he put-down?,I don't know,00:01:37.61-00:01:38.71,5856-5922,noun
P03_09,What did he do with the saucepan?,I don't know,00:08:13.76-00:08:14.76,29625-29685,action
P03_09,What did he do with the lunch box?,grab,00:03:19.60-00:03:20.28,11976-12016,action
P02_04,What did he do with the mesh strainer?,I don't know,00:00:44.78-00:00:46.11,2686-2766,action
P03_02,What did he do with the lid?,I don't know,00:06:17.73-00:06:18.46,22663-22707,action
P01_02,What all does he rinse?,I don't know,00:02:50.83-00:02:51.46,10249-10287,noun
P01_06,What all does he throw?,I don't know,00:02:21.00-00:02:22.50,8460-8550,noun
P03_09,What did he do with the measuring cup?,I don't know,00:00:52.94-00:00:53.84,3176-3230,action
P01_06,What all does he put?,I don't know,00:00:07.23-00:00:11.85,433-711,noun
P03_02,What did he do with the lid?,I don't know,00:02:41.63-00:02:48.35,9697-10101,action
P03_09,What did he do with the lunch box?,I don't know,00:00:51.55-00:00:52.55,3093-3153,action
P01_02,What did he do with the bin?,I don't know,00:01:56.69-00:02:03.94,7001-7436,action
P03_02,What did he do with the squash?,I don't know,00:01:45.86-00:01:46.40,6351-6384,action
P02_01,What did he do with the button?,I don't know,00:01:34.62-00:01:36.02,5677-5761,action
P03_09,What all does he grab?,I don't know,00:01:02.98-00:01:04.20,3778-3852,noun
P01_02,What did he do with the grater?,I don't know,00:00:42.69-00:00:49.44,2561-2966,action
P03_09,What all does he fill?,bottle,00:00:15.98-00:00:21.50,958-1290,noun
P01_03,What all does he unfold?,I don't know,00:01:19.45-00:01:20.45,4767-4827,noun
P03_09,What did he do with the hob?,I don't know,00:03:11.46-00:03:12.06,11487-11523,action
P02_04,What all does he pick-up?,I don't know,00:03:30.86-00:03:33.90,12651-12834,noun
P01_07,What all does he pour?,I don't know,00:00:28.47-00:00:31.64,1708-1898,noun
P01_02,What all does he pour-up?,I don't know,00:06:07.58-00:06:16.73,22054-22603,noun
P01_02,What all does he take-up?,I don't know,00:06:23.35-00:06:27.09,23001-23225,noun
P01_02,What all does he pour?,I don't know,00:01:35.71-00:01:41.20,5742-6072,noun
P02_01,What did he do with the mug?,I don't know,00:03:00.14-00:03:02.54,10808-10952,action
P03_09,What did he do with the fridge?,I don't know,00:08:13.84-00:08:14.79,29630-29687,action
P03_09,What did he do with the saucepan?,I don't know,00:02:37.09-00:02:38.22,9425-9493,action
P02_01,What all does he return?,I don't know,00:02:07.78-00:02:08.77,7666-7726,noun
P03_02,What all does he grab?,I don't know,00:03:37.35-00:03:38.50,13041-13110,noun
P01_06,What did he do with the rack?,I don't know,00:02:51.83-00:02:55.01,10309-10500,action
P03_02,What all does he put?,I don't know,00:01:23.61-00:01:24.36,5016-5061,noun
P01_02,What did he do with the liquid?,I don't know,00:04:22.51-00:04:30.91,15750-16254,action
P03_09,What did he do with the washing machine?,I don't know,00:01:24.79-00:01:25.77,5087-5146,action
P03_02,What did he do with the plate?,I don't know,00:01:44.80-00:01:45.65,6288-6339,action
P01_06,What did he do with the pan?,I don't know,00:05:11.67-00:05:19.90,18700-19194,action
P03_02,What all does he turn-off?,I don't know,00:01:28.03-00:01:29.19,5281-5351,noun
P01_06,What all does he hang?,I don't know,00:02:03.72-00:02:04.83,7423-7489,noun
P02_04,What did he do with the drawer?,I don't know,00:02:51.81-00:02:53.31,10308-10398,action
P01_06,What did he do with the cloth?,I don't know,00:01:48.53-00:01:49.73,6511-6583,action
P03_09,What did he do with the tap?,I don't know,00:01:51.93-00:02:00.43,6715-7225,action
P02_04,What all does he put?,I don't know,00:01:56.38-00:01:58.10,6982-7086,noun
P01_02,What all does he empty?,I don't know,00:07:48.46-00:07:50.99,28107-28259,noun
P02_04,What all does he move?,I don't know,00:02:45.34-00:02:46.01,9920-9960,noun
P02_01,What did he do with the cup?,I don't know,00:02:16.14-00:02:17.64,8168-8258,action
P03_09,What did he do with the knife?,I don't know,00:04:25.23-00:04:28.04,15913-16082,action
P03_09,What did he do with the bin?,I don't know,00:08:02.16-00:08:02.91,28929-28974,action
P02_01,What all does he pick-up?,I don't know,00:00:34.74-00:00:36.74,2084-2204,noun
P01_06,What did he do with the bin?,I don't know,00:02:24.77-00:02:27.50,8686-8850,action
P03_09,What did he do with the bowl?,I don't know,00:00:58.71-00:01:02.42,3522-3745,action
P03_09,What did he do with the side?,I don't know,00:04:46.53-00:04:55.32,17191-17719,action
P02_01,What did he do with the coffee machine?,I don't know,00:01:00.25-00:01:01.77,3615-3706,action
P02_04,What did he do with the jar?,I don't know,00:02:13.38-00:02:16.95,8002-8217,action
P03_02,What did he do with the bottle?,pick-up,00:02:40.31-00:02:41.34,9618-9680,action
P01_02,What did he do with the liquid?,I don't know,00:06:59.32-00:07:04.40,25159-25464,action
P02_04,What did he do with the plate?,I don't know,00:01:41.31-00:01:43.90,6078-6234,action
P01_02,What did he do with the sponge?,I don't know,00:08:02.12-00:08:03.47,28927-29008,action
P02_01,What did he do with the cup?,I don't know,00:00:57.49-00:00:58.73,3449-3523,action
P03_02,Where did he put the towel?,I don't know,00:00:41.38-00:00:44.66,2482-2679,interaction2
P01_06,What did he do with the colander?,I don't know,00:02:21.00-00:02:22.50,8460-8550,action
P02_04,What did he do with the water?,I don't know,00:03:02.23-00:03:02.98,10933-10978,action
P03_02,What all does he put-down?,I don't know,00:04:24.94-00:04:27.49,15896-16049,noun
P01_02,What did he do with the tap?,I don't know,00:05:09.10-00:05:11.17,18546-18670,action
P01_06,What did he do with the colander?,I don't know,00:01:58.06-00:01:58.84,7083-7130,action
P02_01,What all does he stir?,I don't know,00:03:25.57-00:03:31.71,12334-12702,noun
P03_09,What did he do with the bread?,I don't know,00:06:09.00-00:06:09.88,22140-22192,action
P02_04,What did he do with the trash bin?,I don't know,00:05:18.82-00:05:20.75,19129-19245,action
P03_02,What did he do with the sponge?,I don't know,00:01:35.88-00:01:37.63,5752-5857,action
P01_06,What all does he squeeze?,I don't know,00:00:37.33-00:00:40.09,2239-2405,noun
P03_09,What did he do with the kitchen towel?,I don't know,00:02:49.98-00:02:50.49,10198-10229,action
P01_02,What all does he throw?,I don't know,00:02:48.31-00:02:49.34,10098-10160,noun
P03_09,What did he do with the kitchen towel?,I don't know,00:09:21.30-00:09:29.30,33678-34158,action
P01_02,What all does he wipe?,I don't know,00:05:10.05-00:05:19.15,18603-19149,noun
P02_04,What all does he put?,I don't know,00:06:17.44-00:06:19.99,22646-22799,noun
P03_09,What did he do with the hob?,I don't know,00:04:32.11-00:04:43.23,16326-16993,action
P01_02,What all does he put?,I don't know,00:07:10.47-00:07:20.76,25828-26445,noun
P03_02,What did he do with the lunch box?,I don't know,00:02:50.95-00:02:52.30,10257-10338,action
