video_id,question_about_action,noun,answer,time,frames
P04_09,What did he do with the cutlery,cutlery,"pick-up,put","00:01:45.48-00:01:46.43,00:01:47.32-00:02:22.64","6328-6385,6439-8558"
P04_09,What did he do with the dishwasher,dishwasher,"empty,empty,load,load,load","00:00:04.85-00:00:18.92,00:00:19.02-00:00:38.64,00:02:25.78-00:02:35.36,00:02:32.13-00:02:49.94,00:03:01.27-00:03:33.97","291-1135,1141-2318,8746-9321,9127-10196,10876-12838"
P04_09,What did he do with the drawer,drawer,put-in,00:01:24.55-00:01:25.06,5073-5103
P04_09,What did he do with the floor,floor,dry,00:01:34.01-00:01:37.10,5640-5826
P04_09,What did he do with the lid,lid,pick-up,00:01:39.52-00:01:40.88,5971-6052
P04_09,What did he do with the measuring jug,jug:measuring,wash,00:06:13.99-00:06:29.50,22439-23370
P04_09,What did he do with the mug,mug,pick-up,00:01:18.32-00:01:19.63,4699-4777
P04_09,What did he do with the pan,pan,put-away,00:00:52.52-00:00:55.50,3151-3330
P04_09,What did he do with the plate,plate,"pick-up,pick-up","00:01:25.39-00:01:26.93,00:01:29.97-00:01:30.77","5123-5215,5398-5446"
P04_09,What did he do with the rice,rice,"pick-up,dry","00:00:56.18-00:00:57.04,00:00:58.71-00:01:01.70","3370-3422,3522-3702"
P04_09,What did he do with the rice cooker,cooker:rice,"put-in,put-on","00:01:02.34-00:01:04.15,00:01:41.95-00:01:42.64","3740-3849,6117-6158"
P04_09,What did he do with the spatula,spatula,pick-up,00:01:22.15-00:01:23.40,4929-5004
P04_09,What did he do with the sushi mat,mat:sushi,"pick-up,put-away","00:00:02.59-00:00:03.73,00:00:03.05-00:00:04.78","155-223,183-286"
P04_09,What did he do with the tupperware,tupperware,"pick-up,put","00:01:05.59-00:01:06.77,00:01:10.35-00:01:12.85","3935-4006,4221-4371"
P04_10,What did he do with the bag,bag,"pick-up,open,close,put,throw","00:11:48.36-00:11:55.39,00:11:59.33-00:12:01.11,00:12:19.87-00:12:27.18,00:12:27.28-00:12:31.79,00:12:47.26-00:12:52.20","42501-42923,43159-43266,44392-44830,44836-45107,46035-46332"
P04_10,What did he do with the bin,bin,put-in,00:13:32.33-00:13:34.56,48739-48873
P04_10,What did he do with the celery,celery,"pick-up,pick-up,pull,chop-off,put,slice,put,slice,slice,put","00:05:29.64-00:05:34.08,00:08:53.92-00:08:57.25,00:08:57.29-00:09:06.04,00:09:06.74-00:09:19.02,00:09:18.29-00:09:22.10,00:09:22.20-00:09:46.60,00:09:48.56-00:09:51.81,00:10:53.03-00:11:07.78,00:11:13.91-00:11:48.77,00:12:01.22-00:12:19.77","19778-20044,32035-32235,32237-32762,32804-33541,33497-33726,33732-35196,35313-35508,39181-40066,40434-42526,43273-44386"
P04_10,What did he do with the chicken,chicken,"pick-up,put","00:03:18.35-00:03:19.86,00:18:14.75-00:18:20.84","11901-11991,65685-66050"
P04_10,What did he do with the chicken packet,packet:chicken,cut,00:13:42.53-00:13:47.87,49351-49672
P04_10,What did he do with the chicken thigh,thigh:chicken,"pick-up,cut,pick-up,trim,cut,trim,cut,trim,cut","00:13:48.11-00:13:49.73,00:13:57.73-00:14:06.06,00:14:16.17-00:14:18.03,00:14:18.87-00:14:21.76,00:14:29.49-00:14:47.34,00:14:49.01-00:15:10.90,00:15:10.02-00:15:17.54,00:15:17.64-00:16:51.80,00:17:33.63-00:17:59.45","49686-49783,50263-50763,51370-51481,51532-51705,52169-53240,53340-54654,54601-55052,55058-60708,63217-64767"
P04_10,What did he do with the container,container,wash,00:18:29.91-00:18:36.54,66594-66992
P04_10,What did he do with the cupboard,cupboard,"open,open,open,open","00:03:29.00-00:03:29.92,00:05:04.61-00:05:06.61,00:05:27.56-00:05:30.54,00:12:52.81-00:12:54.40","12540-12595,18276-18396,19653-19832,46368-46464"
P04_10,What did he do with the dishwasher,dishwasher,put-in,00:00:03.70-00:00:06.42,222-385
P04_10,What did he do with the drawer,drawer,"open,open,open,open,close,open,open","00:05:06.87-00:05:07.73,00:05:20.04-00:05:21.35,00:05:36.09-00:05:38.20,00:05:38.49-00:05:39.39,00:05:44.55-00:05:45.35,00:11:48.68-00:11:50.45,00:13:34.67-00:13:35.90","18412-18463,19202-19281,20165-20292,20309-20363,20673-20721,42520-42627,48880-48954"
P04_10,What did he do with the fridge,fridge,close,00:05:45.34-00:05:47.29,20720-20837
P04_10,What did he do with the hand,hand,"wash,dry","00:18:38.12-00:18:49.51,00:18:50.53-00:18:51.69","67087-67770,67831-67901"
P04_10,What did he do with the hob,hob,"turn-on,turn-up","00:03:15.54-00:03:18.76,00:03:20.05-00:03:24.15","11732-11925,12003-12249"
P04_10,What did he do with the kettle,kettle,"pick-up,fill-up,turn-on,turn-on","00:13:12.46-00:13:14.16,00:13:14.51-00:13:22.97,00:13:23.07-00:13:26.85,00:18:52.11-00:18:52.88","47547-47649,47670-48178,48184-48411,67926-67972"
P04_10,What did he do with the leaf,leaf,cut,00:10:13.69-00:10:26.94,36821-37616
P04_10,What did he do with the lid,lid,"peel,put","00:18:22.75-00:18:25.00,00:18:25.37-00:18:27.64","66165-66300,66322-66458"
P04_10,What did he do with the measuring jug,jug:measuring,"put-in,put-in","00:13:06.23-00:13:08.09,00:13:10.52-00:13:11.55","47173-47285,47431-47493"
P04_10,What did he do with the oil,oil,pour,00:03:25.40-00:03:26.90,12324-12414
P04_10,What did he do with the onion,onion,"pick-up,decide-if,put-down,dice,peel,peel,slice,put,stir,stir,stir","00:03:30.02-00:03:34.01,00:03:33.65-00:03:40.01,00:03:42.35-00:03:43.32,00:03:43.29-00:03:49.26,00:03:50.20-00:04:01.50,00:04:01.60-00:04:11.22,00:04:25.28-00:04:52.60,00:04:55.85-00:05:01.37,00:05:23.26-00:05:27.51,00:08:11.44-00:08:16.46,00:08:35.41-00:08:42.21","12601-12840,12819-13200,13341-13399,13397-13755,13812-14490,14496-15073,15916-17556,17751-18082,19395-19650,29486-29787,30924-31332"
P04_10,What did he do with the onion skin,skin:onion,put,00:04:14.61-00:04:21.77,15276-15706
P04_10,What did he do with the packet,packet,open,00:05:50.82-00:05:54.01,21049-21240
P04_10,What did he do with the pan,pan,"pick-up,wash,wash,wash,wash,dry,put,stir,pull,stir,stir,stir","00:00:06.98-00:00:07.65,00:00:13.07-00:00:49.07,00:00:55.15-00:01:29.89,00:01:12.71-00:01:30.00,00:01:30.05-00:02:16.51,00:02:58.56-00:03:12.88,00:03:14.43-00:03:15.55,00:09:54.86-00:09:57.69,00:09:58.49-00:10:07.08,00:12:33.15-00:12:47.16,00:13:25.37-00:13:30.09,00:18:00.74-00:18:08.43","418-459,784-2944,3309-5393,4362-5400,5403-8190,10713-11572,11665-11733,35691-35861,35909-36424,45189-46029,48322-48605,64844-65305"
P04_10,What did he do with the pepper,pepper,"pick-up,pick-up,put-away,slice,slice,slice,slice,slice,put,put","00:05:40.26-00:05:44.95,00:05:53.80-00:05:56.08,00:05:59.04-00:06:05.40,00:06:06.15-00:06:22.15,00:06:34.76-00:06:54.91,00:06:55.28-00:07:04.03,00:07:06.20-00:07:14.47,00:07:50.74-00:07:54.27,00:08:17.36-00:08:20.31,00:08:44.91-00:08:47.96","20415-20697,21228-21364,21542-21924,21969-22929,23685-24894,24916-25441,25572-26068,28244-28456,29841-30018,31494-31677"
P04_10,What did he do with the pepper scrap,scrap:pepper,put,00:08:29.20-00:08:32.65,30552-30759
P04_10,What did he do with the pith,pith,"cut,slice","00:06:13.10-00:06:33.35,00:07:08.71-00:07:13.85","22386-23601,25722-26031"
P04_10,What did he do with the scissors,scissors,pick-up,00:18:08.53-00:18:10.41,65311-65424
P04_10,What did he do with the sink,sink,"drain,drain","00:00:07.75-00:00:13.57,00:02:17.44-00:02:19.16","465-814,8246-8349"
P04_10,What did he do with the sink catcher,catcher:sink,"clean,wash","00:02:19.26-00:02:40.34,00:02:40.78-00:02:50.81","8355-9620,9646-10248"
P04_10,What did he do with the spatula,spatula,"pick-up,pick-up","00:00:02.46-00:00:03.36,00:05:21.31-00:05:22.18","147-201,19278-19330"
P04_10,What did he do with the stock cube,cube:stock,"pick-up,open,open","00:12:54.50-00:13:02.79,00:13:04.12-00:13:07.11,00:13:07.62-00:13:10.87","46470-46967,47047-47226,47257-47452"
P04_10,What did he do with the time,time,look-at,00:16:53.15-00:16:54.89,60789-60893
P04_10,What did he do with the wrapper,wrapper,pick-up,00:13:30.22-00:13:31.76,48613-48705
P04_11,What did he do with the chorizo,chorizo,"pull-out,cut,cut,put,slice,slice,slice,pick-up,cook,put,slice,slice","00:00:20.79-00:00:22.98,00:00:24.22-00:00:27.01,00:00:24.61-00:00:32.11,00:00:32.21-00:00:35.51,00:00:35.85-00:00:45.28,00:01:00.29-00:01:47.75,00:01:35.12-00:02:26.40,00:03:00.59-00:03:01.59,00:03:04.15-00:03:05.98,00:03:06.54-00:03:09.34,00:03:10.32-00:03:21.10,00:03:20.74-00:03:42.71","1247-1378,1453-1620,1476-1926,1932-2130,2151-2716,3617-6465,5707-8784,10835-10895,11049-11158,11192-11360,11419-12066,12044-13362"
P04_11,What did he do with the fridge,fridge,open,00:00:08.49-00:00:09.57,509-574
P04_11,What did he do with the hand,hand,"wash,dry","00:02:42.57-00:02:44.18,00:03:55.54-00:03:58.59","9754-9850,14132-14315"
P04_11,What did he do with the kettle,kettle,"pick-up,put-down","00:02:45.00-00:02:45.94,00:02:55.40-00:02:57.94","9900-9956,10524-10676"
P04_11,What did he do with the packet,packet,open,00:00:15.12-00:00:20.75,907-1245
P04_11,What did he do with the pan,pan,"stir,stir,stir,stir","00:00:02.96-00:00:08.07,00:02:26.80-00:02:41.30,00:02:57.74-00:03:00.22,00:03:44.34-00:03:47.76","177-484,8808-9678,10664-10813,13460-13665"
P04_11,What did he do with the rice measurer,measurer:rice,rinse,00:03:49.44-00:03:53.19,13766-13991
P04_11,What did he do with the time,time,check,00:03:59.44-00:04:01.26,14366-14475
P04_11,What did he do with the water,water,pour,00:02:46.60-00:02:55.35,9996-10521
P04_12,What did he do with the bag,bag,pick-up,00:00:03.37-00:00:04.06,202-243
P04_12,What did he do with the drawer,drawer,"open,open","00:00:45.96-00:00:47.53,00:01:13.28-00:01:14.74","2757-2851,4396-4484"
P04_12,What did he do with the food,food,"put-in,put-in","00:00:01.42-00:00:02.92,00:00:04.37-00:00:06.86","85-175,262-411"
P04_12,What did he do with the food bin,bin:food,close,00:00:13.29-00:00:17.16,797-1029
P04_12,What did he do with the fork,fork,pick-up,00:00:47.59-00:00:48.45,2855-2907
P04_12,What did he do with the hand,hand,"wash,dry","00:00:29.13-00:00:36.73,00:00:37.26-00:00:42.16","1747-2203,2235-2529"
P04_12,What did he do with the pan,pan,"stir,stir","00:00:56.17-00:01:08.66,00:02:33.54-00:02:39.09","3370-4119,9212-9545"
P04_12,What did he do with the spice,spice,"pick-up,put-down,pick-up,put-down","00:01:16.44-00:02:06.85,00:02:07.51-00:02:12.52,00:02:13.27-00:02:14.49,00:02:15.13-00:02:16.44","4586-7611,7650-7951,7996-8069,8107-8186"
P04_12,What did he do with the stock,stock,mix,00:00:49.68-00:00:55.45,2980-3327
P04_13,What did he do with the cayenne pepper,pepper:cayenne,"pick-up,measure","00:01:24.82-00:01:25.96,00:01:27.29-00:01:29.54","5089-5157,5237-5372"
P04_13,What did he do with the chorizo,chorizo,"put,put","00:01:52.75-00:01:57.05,00:02:40.89-00:02:45.67","6765-7023,9653-9940"
P04_13,What did he do with the counter,counter,"wipe,put","00:03:59.69-00:04:23.44,00:04:23.70-00:04:27.78","14381-15806,15822-16066"
P04_13,What did he do with the cumin,cumin,"pick-up,pick","00:01:16.25-00:01:17.08,00:01:18.89-00:01:21.54","4575-4624,4733-4892"
P04_13,What did he do with the cup,cup,"look-at,dry","00:02:53.22-00:02:56.08,00:03:01.11-00:03:07.63","10393-10564,10866-11257"
P04_13,What did he do with the drawer,drawer,"open,open","00:00:08.13-00:00:09.90,00:00:29.35-00:00:30.85","487-594,1761-1851"
P04_13,What did he do with the garlic powder,powder:garlic,"open,measure,close","00:00:11.32-00:00:13.11,00:00:13.21-00:00:21.13,00:00:21.16-00:00:26.44","679-786,792-1267,1269-1586"
P04_13,What did he do with the oregano,oregano,"pick-up,spoon","00:00:47.77-00:00:48.60,00:00:52.20-00:00:54.70","2866-2916,3132-3282"
P04_13,What did he do with the packet,packet,look-at,00:02:47.14-00:02:53.12,10028-10387
P04_13,What did he do with the pan,pan,"stir,stir,stir,stir","00:00:03.72-00:00:06.40,00:01:33.24-00:01:51.09,00:02:23.32-00:02:38.40,00:03:36.55-00:03:50.94","223-384,5594-6665,8599-9504,12993-13856"
P04_13,What did he do with the paprika,paprika,"open,open,measure","00:00:26.54-00:00:28.56,00:00:31.74-00:00:35.13,00:00:36.25-00:00:45.61","1592-1713,1904-2107,2175-2736"
P04_13,What did he do with the pepper,pepper,grind,00:02:11.08-00:02:22.86,7864-8571
P04_13,What did he do with the rice,rice,"put-down,pick-up,put-down,open,open,spill,tip,put","00:00:01.76-00:00:03.26,00:02:45.77-00:02:47.04,00:02:59.32-00:03:00.57,00:03:50.92-00:03:56.83,00:04:31.01-00:04:50.64,00:04:43.69-00:04:52.28,00:04:58.45-00:05:04.96,00:05:05.06-00:05:12.19","105-195,9946-10022,10759-10834,13855-14209,16260-17438,17021-17536,17907-18297,18303-18731"
P04_13,What did he do with the salt,salt,measure,00:02:04.25-00:02:06.08,7455-7564
P04_13,What did he do with the spice,spice,"move,put","00:03:08.44-00:03:10.39,00:03:10.25-00:03:34.65","11306-11423,11415-12879"
P04_13,What did he do with the spoon,spoon,"pick-up,pick-up","00:00:09.76-00:00:11.22,00:00:30.72-00:00:31.88","585-673,1843-1912"
P04_13,What did he do with the thyme,thyme,"pick-up,measure","00:01:02.87-00:01:03.63,00:01:05.69-00:01:11.13","3772-3817,3941-4267"
P04_14,What did he do with the bin,bin,open,00:01:22.78-00:01:24.03,4966-5041
P04_14,What did he do with the rice,rice,"sweep,sweep,move,sweep,move,sweep,tip","00:00:03.25-00:00:07.91,00:00:17.36-00:00:35.59,00:00:35.69-00:00:36.93,00:00:36.86-00:00:55.57,00:00:56.97-00:01:01.14,00:01:01.11-00:01:07.03,00:01:23.91-00:01:25.11","195-474,1041-2135,2141-2215,2211-3334,3418-3668,3666-4021,5034-5106"
P04_15,What did he do with the pan,pan,stir,00:00:03.02-00:00:09.89,181-593
P04_16,What did he do with the bouquet garni,garni:bouquet,"open,put,close,put","00:02:29.81-00:02:31.31,00:02:31.41-00:02:33.23,00:02:39.80-00:02:46.12,00:02:46.22-00:02:52.03","8988-9078,9084-9193,9588-9967,9973-10321"
P04_16,What did he do with the clip,clip,pick-up,00:01:24.87-00:01:26.33,5092-5179
P04_16,What did he do with the cupboard,cupboard,"open,close,open","00:00:00.63-00:00:01.46,00:00:02.44-00:00:03.69,00:01:29.71-00:01:30.63","37-87,146-221,5382-5437"
P04_16,What did he do with the drawer,drawer,"open,open","00:01:23.34-00:01:24.09,00:02:52.13-00:02:53.21","5000-5045,10327-10392"
P04_16,What did he do with the glass,glass,"pick-up,fill-up,put-down","00:00:01.50-00:00:02.32,00:00:05.50-00:00:08.10,00:00:13.90-00:00:14.90","90-139,330-486,834-894"
P04_16,What did he do with the leftover stock,stock:leftover,scrape,00:02:05.43-00:02:10.49,7525-7829
P04_16,What did he do with the liquid,liquid,taste,00:02:56.19-00:02:59.90,10571-10794
P04_16,What did he do with the pan,pan,"stir,put-in,stir,stir","00:00:15.25-00:00:35.25,00:00:37.30-00:00:38.30,00:01:01.81-00:01:08.60,00:02:11.90-00:02:22.19","915-2115,2238-2298,3708-4116,7914-8531"
P04_16,What did he do with the pepper,pepper,"pick-up,grind,put-down","00:03:04.85-00:03:05.90,00:03:06.00-00:03:15.75,00:03:15.80-00:03:17.26","11091-11154,11160-11745,11748-11835"
P04_16,What did he do with the rice,rice,"pick-up,measure,measure,put-down,put,stir","00:00:35.58-00:00:36.85,00:00:42.15-00:00:45.65,00:00:42.17-00:00:52.42,00:00:57.29-00:01:01.29,00:01:30.87-00:01:31.80,00:01:33.54-00:01:53.77","2134-2211,2529-2739,2530-3145,3437-3677,5452-5508,5612-6826"
P04_16,What did he do with the rice bag,bag:rice,close,00:01:25.79-00:01:28.99,5147-5339
P04_16,What did he do with the spatula,spatula,put-down,00:02:24.62-00:02:29.84,8677-8990
P04_16,What did he do with the spoon,spoon,"pick-up,put-down","00:02:53.75-00:02:54.90,00:03:02.44-00:03:04.16","10425-10494,10946-11049"
P04_16,What did he do with the stock,stock,"mix,pour,mix,pour","00:01:53.65-00:01:57.45,00:01:57.55-00:01:59.63,00:01:59.33-00:02:00.69,00:02:00.71-00:02:03.58","6819-7047,7053-7177,7159-7241,7242-7414"
P04_16,What did he do with the tap,tap,"turn-on,turn-off","00:00:04.40-00:00:05.43,00:00:07.68-00:00:08.61","264-325,460-516"
P04_16,What did he do with the water,water,"drink,drink","00:00:08.80-00:00:13.80,00:03:19.12-00:03:22.81","528-828,11947-12168"
P04_16,What did he do with the wine,wine,measure,00:01:10.19-00:01:15.57,4211-4534
P04_16,What did he do with the wok,wok,"put-in,put-in","00:00:45.75-00:00:46.80,00:00:51.23-00:00:52.50","2745-2808,3073-3150"
P04_17,What did he do with the knife,knife,"pick-up,wash-up,dry,put","00:01:59.51-00:02:00.65,00:02:01.50-00:02:14.03,00:02:18.20-00:02:22.93,00:02:24.39-00:02:26.67","7170-7239,7290-8041,8292-8575,8663-8800"
P04_17,What did he do with the pan,pan,"stir,stir","00:00:06.14-00:00:28.89,00:00:36.66-00:01:05.91","368-1733,2199-3954"
P04_17,What did he do with the rice,rice,"test,test","00:01:05.91-00:01:07.44,00:01:14.45-00:01:19.02","3954-4046,4467-4741"
P04_17,What did he do with the spoon,spoon,put,00:01:56.11-00:01:59.21,6966-7152
P04_17,What did he do with the tap,tap,turn-off,00:02:16.73-00:02:17.59,8203-8255
P04_17,What did he do with the water,water,"pick-up,drink,pour,fill-up,pour,fill-up,pour,fill-up,pour,drink,fill-up,put-down","00:00:02.05-00:00:02.86,00:00:02.96-00:00:04.96,00:00:28.99-00:00:31.56,00:00:32.49-00:00:35.06,00:01:21.78-00:01:23.46,00:01:24.00-00:01:25.98,00:01:26.66-00:01:27.98,00:01:41.58-00:01:44.42,00:01:45.25-00:01:49.06,00:01:49.54-00:01:51.35,00:01:51.94-00:01:54.37,00:01:54.34-00:01:55.47","122-171,177-297,1739-1893,1949-2103,4906-5007,5040-5158,5199-5278,6094-6265,6315-6543,6572-6681,6716-6862,6860-6928"
P04_18,What did he do with the beef,beef,"pull-out,put-down","00:01:43.02-00:01:44.10,00:01:44.89-00:01:46.47","6181-6246,6293-6388"
P04_18,What did he do with the chopping board,board:chopping,"pick-up,put,put-down,pick-up,wash,wash,dry,put","00:00:06.71-00:00:07.92,00:00:17.15-00:00:28.25,00:00:22.38-00:00:23.72,00:00:30.95-00:00:32.21,00:00:32.68-00:00:38.22,00:00:37.99-00:01:21.13,00:01:23.22-00:01:33.20,00:01:39.02-00:01:40.90","402-475,1029-1695,1342-1423,1857-1932,1960-2293,2279-4867,4993-5592,5941-6054"
P04_18,What did he do with the cupboard,cupboard,open,00:01:33.85-00:01:36.00,5631-5760
P04_18,What did he do with the cutlery,cutlery,pick-up,00:00:04.82-00:00:06.61,289-396
P04_18,What did he do with the dishwasher,dishwasher,"open,close","00:00:12.99-00:00:13.58,00:00:28.56-00:00:31.48","779-814,1713-1888"
P04_18,What did he do with the freezer,freezer,"open,close","00:01:41.37-00:01:42.58,00:01:47.64-00:01:49.09","6082-6154,6458-6545"
P04_18,What did he do with the hob,hob,turn-down,00:02:01.45-00:02:04.13,7287-7447
P04_18,What did he do with the measuring jug,jug:measuring,"pick-up,put","00:00:23.80-00:00:26.04,00:00:25.52-00:00:28.46","1428-1562,1531-1707"
P04_18,What did he do with the pan,pan,stir,00:01:52.95-00:02:01.82,6777-7309
P04_18,What did he do with the pepper,pepper,pick-up,00:00:03.84-00:00:04.53,230-271
P04_18,What did he do with the rice,rice,scrape,00:00:09.33-00:00:12.06,559-723
P04_18,What did he do with the tap,tap,turn-off,00:01:20.70-00:01:21.73,4842-4903
P04_18,What did he do with the towel,towel,put-down,00:01:33.30-00:01:34.34,5598-5660
P04_18,What did he do with the water,water,"drink,put-down","00:01:49.24-00:01:51.35,00:01:51.30-00:01:52.23","6554-6681,6678-6733"
P04_19,What did he do with the hob,hob,turn-up,00:00:12.39-00:00:15.08,743-904
P04_19,What did he do with the pan,pan,stir,00:00:06.28-00:00:12.37,376-742
P04_19,What did he do with the water,water,"pick-up,drink,put-down","00:00:02.32-00:00:02.94,00:00:02.72-00:00:04.60,00:00:04.58-00:00:06.39","139-176,163-276,274-383"
P04_20,What did he do with the cupboard,cupboard,open,00:00:02.06-00:00:03.15,123-189
P04_20,What did he do with the drawer,drawer,"open,open","00:00:19.43-00:00:20.61,00:01:26.01-00:01:26.86","1165-1236,5160-5211"
P04_20,What did he do with the food,food,"spoon,serve","00:00:29.56-00:00:30.29,00:00:58.91-00:01:22.35","1773-1817,3534-4941"
P04_20,What did he do with the fork,fork,"pick-up,put-down","00:01:27.03-00:01:28.41,00:01:29.14-00:01:30.39","5221-5304,5348-5423"
P04_20,What did he do with the hob,hob,turn-off,00:00:15.06-00:00:18.03,903-1081
P04_20,What did he do with the jambalaya,jambalaya,serve,00:00:26.29-00:00:30.35,1577-1821
P04_20,What did he do with the pan,pan,check,00:00:07.38-00:00:14.63,442-877
P04_20,What did he do with the plate,plate,"pick-up,put-down","00:00:03.25-00:00:05.07,00:00:05.52-00:00:07.31","195-304,331-438"
